package_name,label,typosquat_family
mcpzoo-persona,benign,n/a_benign
pyoof,benign,n/a_benign
hydra-py,benign,n/a_benign
paperplot,benign,n/a_benign
pyfoal,benign,n/a_benign
sms_logistics,benign,n/a_benign
woon-vconfig,benign,n/a_benign
tomlq,benign,n/a_benign
tom-scimma,benign,n/a_benign
pgsqlx-generator,benign,n/a_benign
airflow-mcp-server,benign,n/a_benign
tibet-genesis,benign,n/a_benign
pydomi,benign,n/a_benign
pyramid-multiauth,benign,n/a_benign
calculator-jakub,benign,n/a_benign
synthetic-image-caption-generator,benign,n/a_benign
testing-shallow,benign,n/a_benign
sensai-senguard,benign,n/a_benign
ipywalrus,benign,n/a_benign
dockerswabber,benign,n/a_benign
history-candle,benign,n/a_benign
speeder,benign,n/a_benign
lumimqtt,benign,n/a_benign
ytextract,benign,n/a_benign
steam,benign,n/a_benign
fastapi-manager,benign,n/a_benign
pyvter,benign,n/a_benign
janus-core,benign,n/a_benign
cloud-pipelines-components,benign,n/a_benign
godot-input-map-auditor,benign,n/a_benign
bda.plone.orders,benign,n/a_benign
django-amazon-price-monitor,benign,n/a_benign
nintorch,benign,n/a_benign
xmm-tools,benign,n/a_benign
fake-project-ba,benign,n/a_benign
exdrf-gen-al2at,benign,n/a_benign
splicemachinesa,benign,n/a_benign
wikiscraper-py,benign,n/a_benign
libManager,benign,n/a_benign
pipegeohash,benign,n/a_benign
pypeduct,benign,n/a_benign
forgeoagent,benign,n/a_benign
iso8601,benign,n/a_benign
decmore,benign,n/a_benign
bob.db.cuhk-cufsf,benign,n/a_benign
puco,benign,n/a_benign
ncat,benign,n/a_benign
abx-plugin-wget,benign,n/a_benign
ENN,benign,n/a_benign
dagather,benign,n/a_benign
ecs-deplojo,benign,n/a_benign
iflow-mcp_hopx-ai-mcp,benign,n/a_benign
pystac-ext-view,benign,n/a_benign
llama-index-tools-typecast,benign,n/a_benign
pytyped,benign,n/a_benign
roughpy-jax,benign,n/a_benign
devbox,benign,n/a_benign
everything-search-mcp,benign,n/a_benign
oracle-kernel,benign,n/a_benign
pointscatter,benign,n/a_benign
py-multi-agent-search,benign,n/a_benign
GRobot,benign,n/a_benign
channel-access.server,benign,n/a_benign
funcnodes-images,benign,n/a_benign
ailola,benign,n/a_benign
streamtools,benign,n/a_benign
fail2ban-log-parser,benign,n/a_benign
fpylll,benign,n/a_benign
GSEGUtils,benign,n/a_benign
berks-very-simple-dictionary,benign,n/a_benign
unitypredict-engines,benign,n/a_benign
astronomer-starship-provider,benign,n/a_benign
kestrel-llm-vertex,benign,n/a_benign
opengsq,benign,n/a_benign
envbot,benign,n/a_benign
pysaten,benign,n/a_benign
k8smap,benign,n/a_benign
skillfull,benign,n/a_benign
ph-llmops,benign,n/a_benign
aule-attention,benign,n/a_benign
reaxkit,benign,n/a_benign
python-logstash-tradingstrategy,benign,n/a_benign
iaode,benign,n/a_benign
get-media-files,benign,n/a_benign
beeminder-sync,benign,n/a_benign
dajapy,benign,n/a_benign
lyme,benign,n/a_benign
llx,benign,n/a_benign
pyarmstrongnum,benign,n/a_benign
deckbridge,benign,n/a_benign
test-version-powerhouse-helper-3,benign,n/a_benign
autocmd-cli,benign,n/a_benign
fsc.iohelper,benign,n/a_benign
requirepy,benign,n/a_benign
streamplot,benign,n/a_benign
psycho-orm-frankenstein,benign,n/a_benign
memnet,benign,n/a_benign
plone.app.viewletmanager,benign,n/a_benign
google-authz-client,benign,n/a_benign
Portrait-Robot-G5,benign,n/a_benign
winrt-Microsoft.Windows.AppNotifications,benign,n/a_benign
jfk-django-core,benign,n/a_benign
caj2pdf-restructured,benign,n/a_benign
evrmore-accounts,benign,n/a_benign
tf2-dist-utils,benign,n/a_benign
xdspider,benign,n/a_benign
e2w,benign,n/a_benign
crawldad,benign,n/a_benign
edispatcher,benign,n/a_benign
tg-parser,benign,n/a_benign
S3D,benign,n/a_benign
pyzmp,benign,n/a_benign
tigerhost,benign,n/a_benign
pdf-text-digitizer,benign,n/a_benign
zebra-day,benign,n/a_benign
my-investments,benign,n/a_benign
redturtle.agidtheme,benign,n/a_benign
encryptext,benign,n/a_benign
openwasp,benign,n/a_benign
drb-drivers,benign,n/a_benign
tex2word,benign,n/a_benign
mycursordata,benign,n/a_benign
ragbits-chat,benign,n/a_benign
django-ace-widget,benign,n/a_benign
example-pkg-gu511-ky247,benign,n/a_benign
pspf,benign,n/a_benign
require-me,benign,n/a_benign
rpp-protocol,benign,n/a_benign
iflow-mcp_m4dd0c-playlist-mcp-server,benign,n/a_benign
offset-poly,benign,n/a_benign
OrangePi.ILI9341,benign,n/a_benign
agentsec-eval,benign,n/a_benign
ibes,benign,n/a_benign
textlocal-pro,benign,n/a_benign
bjones-testing-actions,benign,n/a_benign
paylink,benign,n/a_benign
pyLuminous,benign,n/a_benign
m269-lib,benign,n/a_benign
tornado-proxy-handlers,benign,n/a_benign
owx-lotr-sdk,benign,n/a_benign
ssm-dox,benign,n/a_benign
wordpca,benign,n/a_benign
pytestfcc,benign,n/a_benign
taskw-ng,benign,n/a_benign
nonebot-plugin-random-choice,benign,n/a_benign
PyGosuScreenAPI,benign,n/a_benign
slys,benign,n/a_benign
lc-correction,benign,n/a_benign
allianceauth-imicusfat,benign,n/a_benign
proteindrugevals,benign,n/a_benign
nerfstudio-gnt,benign,n/a_benign
django-prodperfect,benign,n/a_benign
dreamai-ray,benign,n/a_benign
joke-gen,benign,n/a_benign
FlightFinderApp-JG,benign,n/a_benign
wandatoolbox,benign,n/a_benign
alnoms,benign,n/a_benign
rpi-hardware-pwm,benign,n/a_benign
cordra-python,benign,n/a_benign
selectn,benign,n/a_benign
gitmem0,benign,n/a_benign
trello-csv-schedule,benign,n/a_benign
debiaosgs,benign,n/a_benign
shopee-dnsctl-test,benign,n/a_benign
TTASSL,benign,n/a_benign
formulaic-mechanics,benign,n/a_benign
rohdeschwarz,benign,n/a_benign
code-roast-bot,benign,n/a_benign
v2simux,benign,n/a_benign
microapp,benign,n/a_benign
py-string-tool,benign,n/a_benign
ctmu,benign,n/a_benign
pypowerview,benign,n/a_benign
apiverve-partsofspeech,benign,n/a_benign
bitvavo-api-upgraded,benign,n/a_benign
httpie-digirm-auth,benign,n/a_benign
ICPy,benign,n/a_benign
gitview,benign,n/a_benign
terminal-file-picker,benign,n/a_benign
shared-nearest-neighbors,benign,n/a_benign
unit-test-advanced,benign,n/a_benign
emotion-model,benign,n/a_benign
codeuchain,benign,n/a_benign
rich-progress-manager,benign,n/a_benign
python-pub,benign,n/a_benign
google-cloud-mlflow,benign,n/a_benign
predictions-sepsis,benign,n/a_benign
types-boto3-comprehendmedical,benign,n/a_benign
codeconsolidator,benign,n/a_benign
drf-zettabyte,benign,n/a_benign
remotail,benign,n/a_benign
openapi-mcpgen,benign,n/a_benign
depscore,benign,n/a_benign
dpamber,benign,n/a_benign
scrapyx-luminati,benign,n/a_benign
dodowa,benign,n/a_benign
strand-sdk,benign,n/a_benign
mssql-mcp-vn,benign,n/a_benign
mantr,benign,n/a_benign
parse4u,benign,n/a_benign
Drive-share-library,benign,n/a_benign
daggerml-cli,benign,n/a_benign
funasp,benign,n/a_benign
misc-date-utilities,benign,n/a_benign
queue_tee_pie,benign,n/a_benign
lilbee,benign,n/a_benign
masfactory,benign,n/a_benign
bay-lang,benign,n/a_benign
ArrayPil,benign,n/a_benign
elixr,benign,n/a_benign
snapmark,benign,n/a_benign
openai-agents-session,benign,n/a_benign
fd-component,benign,n/a_benign
qrllearner,benign,n/a_benign
sapl,benign,n/a_benign
pyhedron,benign,n/a_benign
amg-player,benign,n/a_benign
wallhavenapi,benign,n/a_benign
fps_jupyter_server,benign,n/a_benign
fitkit,benign,n/a_benign
fastq-dl,benign,n/a_benign
agentcop,benign,n/a_benign
aissemble-extensions-model-training-api-sagemaker,benign,n/a_benign
cmdict,benign,n/a_benign
loxpy,benign,n/a_benign
mcp-billing-gateway,benign,n/a_benign
dataenginex,benign,n/a_benign
joseki,benign,n/a_benign
testcontainers-on-whales,benign,n/a_benign
roboidlab,benign,n/a_benign
FormanceHQ,benign,n/a_benign
gbinomial-probability,benign,n/a_benign
ast-decompiler,benign,n/a_benign
moss-cappa,benign,n/a_benign
markdown-toc-cli,benign,n/a_benign
pttools-gw,benign,n/a_benign
funbrowser,benign,n/a_benign
cspresso,benign,n/a_benign
MIS-curves,benign,n/a_benign
typed-lisa-toolkit,benign,n/a_benign
commonwealth,benign,n/a_benign
ries-rs,benign,n/a_benign
pathy-svg,benign,n/a_benign
tkhr,benign,n/a_benign
uniquery,benign,n/a_benign
traceUts,benign,n/a_benign
indexify-text-splitter,benign,n/a_benign
gluelib,benign,n/a_benign
appthreat-scan-reports,benign,n/a_benign
minio-handler-kvg,benign,n/a_benign
Topsis-Pragati-102303310,benign,n/a_benign
unwrapr,benign,n/a_benign
my-django-crud,benign,n/a_benign
scopegeo,benign,n/a_benign
beamwalk,benign,n/a_benign
js.jquery_sortable,benign,n/a_benign
zope.pluggableauth,benign,n/a_benign
r3e-api,benign,n/a_benign
django-bulk-sync,benign,n/a_benign
digILPRankings,benign,n/a_benign
uritemplate.py,benign,n/a_benign
madstory-core,benign,n/a_benign
retico-core-sds-class,benign,n/a_benign
coronatank,benign,n/a_benign
scrapy-colorful-log,benign,n/a_benign
web-and-file-utils,benign,n/a_benign
allianceauth-auth-stats,benign,n/a_benign
target-csv,benign,n/a_benign
messytables-jts,benign,n/a_benign
pysqream-blue,benign,n/a_benign
pip-sbom,benign,n/a_benign
pyStaticAnalyzer,benign,n/a_benign
codet-ari,benign,n/a_benign
license-scanner,benign,n/a_benign
kafka-healthcheck,benign,n/a_benign
trainstation,benign,n/a_benign
farans-test-package,benign,n/a_benign
asm2cfg,benign,n/a_benign
FileHStore,benign,n/a_benign
gpax,benign,n/a_benign
gloat-matcher,benign,n/a_benign
vector-demension,benign,n/a_benign
package-tricircle-talk,benign,n/a_benign
education-inquiry-package,benign,n/a_benign
mathgroup11,benign,n/a_benign
avh-api-async,benign,n/a_benign
comfy-monday-api,benign,n/a_benign
boti-data,benign,n/a_benign
sqlalchemy-rds-iam-auth-plugin,benign,n/a_benign
opensea-api,benign,n/a_benign
demo-project-2025-02-07,benign,n/a_benign
esque-wire,benign,n/a_benign
frappe-bench,benign,n/a_benign
snake-gym-grid,benign,n/a_benign
dyff-audit,benign,n/a_benign
dolittle-timeseries-runtime-contracts,benign,n/a_benign
ataskq,benign,n/a_benign
test-version-powerhouse-helper-7.7,benign,n/a_benign
mpl-mollier-axes,benign,n/a_benign
pyrlprob,benign,n/a_benign
destiny-sim,benign,n/a_benign
swb,benign,n/a_benign
mingflow,benign,n/a_benign
cadCAD-legacy-devel,benign,n/a_benign
groestl-hash,benign,n/a_benign
yellowchangerapi,benign,n/a_benign
cookiecutter-drf-microservice,benign,n/a_benign
django-fastdev,benign,n/a_benign
wallabag-cli,benign,n/a_benign
easyui-zyhgo,benign,n/a_benign
yoni-bmi-calculator,benign,n/a_benign
tiny-blocks,benign,n/a_benign
winrt-Windows.Services.Maps.LocalSearch,benign,n/a_benign
exampleapp2,benign,n/a_benign
django-gamification,benign,n/a_benign
rlalc,benign,n/a_benign
robotframework-results-to-slack-channel,benign,n/a_benign
divvy-data,benign,n/a_benign
py-confluent-cli,benign,n/a_benign
py-glo-board,benign,n/a_benign
sphinxcontrib-itemlist,benign,n/a_benign
pythonhost,benign,n/a_benign
chat-with-arduino,benign,n/a_benign
machine_stats_alpha,benign,n/a_benign
bpx-py,benign,n/a_benign
lolbin,benign,n/a_benign
chas-elite-prep-mcp,benign,n/a_benign
nbdev-pandas,benign,n/a_benign
stride-cli,benign,n/a_benign
pyiptv,benign,n/a_benign
dm.iter,benign,n/a_benign
fsp,benign,n/a_benign
uk-core-news-md,benign,n/a_benign
extra-keras-metrics,benign,n/a_benign
niska,benign,n/a_benign
slenps,benign,n/a_benign
reborntool,benign,n/a_benign
xlsx2csv-mergefill,benign,n/a_benign
awraf-toolkit,benign,n/a_benign
lib-LSM,benign,n/a_benign
genshitjokes,benign,n/a_benign
upvertex-cli,benign,n/a_benign
openplc-desktop,benign,n/a_benign
seadragon,benign,n/a_benign
sprite-ai,benign,n/a_benign
aws-oidc-provider-refresher,benign,n/a_benign
openswmm.gui,benign,n/a_benign
jujuclient,benign,n/a_benign
fakename-scraper,benign,n/a_benign
ml-modules,benign,n/a_benign
litreview-search,benign,n/a_benign
typer-new,benign,n/a_benign
purplefountain972,benign,n/a_benign
omnimalloc,benign,n/a_benign
equilibrator-assets,benign,n/a_benign
blee,benign,n/a_benign
alibabacloud-aigen20240111,benign,n/a_benign
test123,benign,n/a_benign
sqs-client,benign,n/a_benign
bionmr-utils,benign,n/a_benign
sacp,benign,n/a_benign
django-static-dm-file-uploader,benign,n/a_benign
autonomize-autorag,benign,n/a_benign
weeklcv,benign,n/a_benign
Report-of-Monaco-Second,benign,n/a_benign
manc,benign,n/a_benign
naaaostad,benign,n/a_benign
muffin-rest,benign,n/a_benign
ufmt,benign,n/a_benign
spaceway,benign,n/a_benign
openmem-engine,benign,n/a_benign
types-croniter,benign,n/a_benign
clusterprocessing,benign,n/a_benign
winui3-Microsoft.UI.Xaml.Media,benign,n/a_benign
Microfire-Mod-pH,benign,n/a_benign
Qdislib,benign,n/a_benign
pakler,benign,n/a_benign
ecobici,benign,n/a_benign
fsapp,benign,n/a_benign
hydra-ray-launcher,benign,n/a_benign
icakad,benign,n/a_benign
iflow-mcp-pdf-reader,benign,n/a_benign
houhou,benign,n/a_benign
nuwan-colors,benign,n/a_benign
winrt-Windows.ApplicationModel.CommunicationBlocking,benign,n/a_benign
bridge-mcp-host,benign,n/a_benign
wurst,benign,n/a_benign
VidUniqLib,benign,n/a_benign
wexample-wex-addon-dev-css,benign,n/a_benign
access-control,benign,n/a_benign
konfy,benign,n/a_benign
reto,benign,n/a_benign
easycpp,benign,n/a_benign
httpdate,benign,n/a_benign
strands-ccxt,benign,n/a_benign
funnymessages,benign,n/a_benign
panels,benign,n/a_benign
fps,benign,n/a_benign
fixed-width,benign,n/a_benign
Flask-Keepincheck,benign,n/a_benign
metapensiero.odt2sphinx,benign,n/a_benign
glmpynet,benign,n/a_benign
epicteller-datum,benign,n/a_benign
alphafed,benign,n/a_benign
jupiterweb-scraper,benign,n/a_benign
android-stringslib,benign,n/a_benign
cloudwright-cloud-language,benign,n/a_benign
lump,benign,n/a_benign
grit-requester,benign,n/a_benign
oganesson,benign,n/a_benign
prismer-aip,benign,n/a_benign
SecureHTTP,benign,n/a_benign
django_exceptional_middleware,benign,n/a_benign
cwru,benign,n/a_benign
github-markdown-ui,benign,n/a_benign
hls-edit-file,benign,n/a_benign
imbi-api,benign,n/a_benign
torch-candle,benign,n/a_benign
oem-client-provider-release,benign,n/a_benign
rag-starter,benign,n/a_benign
silent-task-runner,benign,n/a_benign
alertlogic,benign,n/a_benign
gensio-binary,benign,n/a_benign
py-handling-response,benign,n/a_benign
django-simple-plausible,benign,n/a_benign
pyzabbixAll,benign,n/a_benign
django-rest-coupedout,benign,n/a_benign
cleandat,benign,n/a_benign
toolconf,benign,n/a_benign
dionepaas,benign,n/a_benign
auto-coder-chat-lite,benign,n/a_benign
ckan-client,benign,n/a_benign
scuid,benign,n/a_benign
ffmpeg-stream-to-numpy,benign,n/a_benign
promap,benign,n/a_benign
anndict,benign,n/a_benign
rssdk,benign,n/a_benign
eark-validator,benign,n/a_benign
api-spotify,benign,n/a_benign
code5,benign,n/a_benign
megaloader-cli,benign,n/a_benign
click-sdk,benign,n/a_benign
procwatch,benign,n/a_benign
flowpylib,benign,n/a_benign
hrevn-codex-cli,benign,n/a_benign
hebrewcal,benign,n/a_benign
factpages-py,benign,n/a_benign
conduit-auth,benign,n/a_benign
pcorr,benign,n/a_benign
bedlam,benign,n/a_benign
pwntools,benign,n/a_benign
cosmimic,benign,n/a_benign
poldradoxvp,benign,n/a_benign
curriculus,benign,n/a_benign
progressvertical,benign,n/a_benign
setup-cfg-fmt,benign,n/a_benign
pq-peek,benign,n/a_benign
hanzo-tools-api,benign,n/a_benign
django-geoip-redis,benign,n/a_benign
antchain-ak-a34c7abe05104031aa18bb0861edbdba,benign,n/a_benign
tello-ctrl,benign,n/a_benign
wabi,benign,n/a_benign
decitobin,benign,n/a_benign
lecture-forge,benign,n/a_benign
sipprverse,benign,n/a_benign
FLAI-CAUSAL,benign,n/a_benign
gradio-coolimage,benign,n/a_benign
abi-control-core,benign,n/a_benign
isekai-django,benign,n/a_benign
Flask-KVSession,benign,n/a_benign
gateflow,benign,n/a_benign
dominisia,benign,n/a_benign
qcache,benign,n/a_benign
crysnet,benign,n/a_benign
rich-format,benign,n/a_benign
kinnoo,benign,n/a_benign
godot-scene-signal-auditor,benign,n/a_benign
very-basic-math-calculator,benign,n/a_benign
pytknvim,benign,n/a_benign
mpmathbyyhu,benign,n/a_benign
jito_searcher_client_no_auth,benign,n/a_benign
formatizer,benign,n/a_benign
PyPalmSens,benign,n/a_benign
sat-templates,benign,n/a_benign
penprs,benign,n/a_benign
remotior-sensus,benign,n/a_benign
nvidia-dali-cuda116,benign,n/a_benign
puppeter,benign,n/a_benign
token-count,benign,n/a_benign
Regex-Dict,benign,n/a_benign
provoke,benign,n/a_benign
biggles,benign,n/a_benign
Package-KNN-Kmeans,benign,n/a_benign
st-table-words-icon,benign,n/a_benign
openimu-testa,benign,n/a_benign
petchoulauncher,benign,n/a_benign
OCI-Inference,benign,n/a_benign
pytest-solr,benign,n/a_benign
roPerf,benign,n/a_benign
toolkit_cmm,benign,n/a_benign
askelerator,benign,n/a_benign
DoerGPIO,benign,n/a_benign
talenWF,benign,n/a_benign
acdh-django-browsing,benign,n/a_benign
region,benign,n/a_benign
dlt-source-notion,benign,n/a_benign
Unicorn-Links,benign,n/a_benign
nemantix,benign,n/a_benign
auto-translator,benign,n/a_benign
passtui,benign,n/a_benign
pytwoway-pkg,benign,n/a_benign
ripcord,benign,n/a_benign
nix-sitemap-generator,benign,n/a_benign
opensignals,benign,n/a_benign
ZMPY3D-CP,benign,n/a_benign
spdx-matcher,benign,n/a_benign
jsonway,benign,n/a_benign
sort-zzk,benign,n/a_benign
paymob-sdk,benign,n/a_benign
pycopy-quopri,benign,n/a_benign
ecomment,benign,n/a_benign
XMLegant,benign,n/a_benign
cat-dog-lib,benign,n/a_benign
collective.js.ckeditor,benign,n/a_benign
cowtool,benign,n/a_benign
edlgt,benign,n/a_benign
co6co.web-db,benign,n/a_benign
ulpsych,benign,n/a_benign
dead-simple-oauth-fastapi,benign,n/a_benign
ms-swift,benign,n/a_benign
vlm4ocr,benign,n/a_benign
udnn,benign,n/a_benign
zbq,benign,n/a_benign
nerforpdf,benign,n/a_benign
bombaat,benign,n/a_benign
tviz,benign,n/a_benign
lambdacloud,benign,n/a_benign
ffdice,benign,n/a_benign
nna-methods,benign,n/a_benign
ll2location,benign,n/a_benign
aiohttp-poe,benign,n/a_benign
python-files-merger,benign,n/a_benign
pypoolcontroller,benign,n/a_benign
mempy-miladtsx,benign,n/a_benign
test-words-api-client-sdk,benign,n/a_benign
Congo,benign,n/a_benign
multibot,benign,n/a_benign
league-data-mcp,benign,n/a_benign
mulambda,benign,n/a_benign
xroute-env,benign,n/a_benign
pyellipsoid,benign,n/a_benign
ommx-highs-adapter,benign,n/a_benign
DDExcelAccesslib,benign,n/a_benign
projectmap,benign,n/a_benign
salRad-distributions,benign,n/a_benign
codex-mcp-server,benign,n/a_benign
vam.whittaker,benign,n/a_benign
uk-parliament-mcp,benign,n/a_benign
promptzl,benign,n/a_benign
RLInventoryOpt,benign,n/a_benign
GaussDCApy,benign,n/a_benign
mysqlclient-deps,benign,n/a_benign
fh-llm-client,benign,n/a_benign
mcfinder,benign,n/a_benign
napari-owncloud,benign,n/a_benign
Takamol-Custom-Library,benign,n/a_benign
japan-finance-factors,benign,n/a_benign
houlang,benign,n/a_benign
py-pkg-chijane,benign,n/a_benign
diffword,benign,n/a_benign
pyfanova,benign,n/a_benign
bots-ediint,benign,n/a_benign
text-sensitivity,benign,n/a_benign
isage-sage-benchmark,benign,n/a_benign
startorch,benign,n/a_benign
ipyhealth,benign,n/a_benign
gitactions,benign,n/a_benign
jpl.labcas.validation,benign,n/a_benign
